Category,Date,Type,Name,Detail,URL
Log,2026-05-04T15:51:06.298Z,success,,Daily routine complete. Cap used: 15. Window: US_EU.,
Log,2026-05-04T15:51:06.240Z,info,follow-up-sender,■ follow-up-sender DONE | no candidates ready,
Log,2026-05-04T15:51:06.218Z,info,follow-up-sender,📬 follow-up candidates: 0,
Log,2026-05-04T15:51:01.486Z,info,follow-up-sender,▶ follow-up-sender started | https://www.linkedin.com/messaging/thread/2-YzYzYzA1OWItMTgwMy00ZTUyLThhYjEtYjkzMGVkODE5Y2YzXzEwMA==/,
Log,2026-05-04T15:50:57.139Z,info,,Step 6/6 — Sending follow-up messages to accepted connections (≥24h)…,
Log,2026-05-04T15:50:57.111Z,success,,"Auto-CSV export complete — 19 links, 0 accepted, 0 emails, 144 log entries → Downloads/link_ssi/output/",
Log,2026-05-04T15:50:57.106Z,success,connection-tracker,■ connection-tracker DONE | +0 accepted | total: 0/0 (0%),
Log,2026-05-04T15:50:57.103Z,info,connection-tracker,📋 pending invitations on page: 0,
Log,2026-05-04T15:50:45.233Z,info,connection-tracker,▶ connection-tracker started | https://www.linkedin.com/mynetwork/invitation-manager/sent/,
Log,2026-05-04T15:50:41.138Z,info,,Step 5/6 — Tracking accepted connections…,
Log,2026-05-04T15:50:41.112Z,info,,■ relationship-builder done | 0 touched,
Log,2026-05-04T15:49:55.421Z,info,,▶ relationship-builder started | https://www.linkedin.com/mynetwork/catch-up/job_changes/,
Log,2026-05-04T15:49:51.101Z,info,,■ relationship-builder done | 0 touched,
Log,2026-05-04T15:48:52.498Z,info,,▶ relationship-builder started | https://www.linkedin.com/mynetwork/catch-up/work_anniversaries/,
Log,2026-05-04T15:48:48.104Z,info,,■ relationship-builder done | 0 touched,
Log,2026-05-04T15:47:48.914Z,info,,▶ relationship-builder started | https://www.linkedin.com/mynetwork/catch-up/birthday/,
Log,2026-05-04T15:47:44.853Z,info,,Step 4/6 — Building relationships (birthdays + anniversaries + job changes)…,
Log,2026-05-04T15:47:44.849Z,success,,[PostQueue] Queue flushed. 3 post(s) processed.,
Log,2026-05-04T15:47:44.844Z,success,,[PostQueue] Done: https://www.linkedin.com/posts/gabriel-saturi_backend-distributedsystems-architecture-share-7457052634265407488-tLcm/,
Log,2026-05-04T15:47:44.835Z,warn,,[post-engager] content script did not respond after 15 retries — skipping,
Log,2026-05-04T15:46:54.815Z,info,,[PostQueue] Commenting on: https://www.linkedin.com/posts/gabriel-saturi_backend-distributedsystems-architecture-share-7457052634265407488-tLcm/,
Log,2026-05-04T15:46:54.809Z,success,,[PostQueue] Done: https://www.linkedin.com/posts/tales-habib_recently-i-started-using-git-worktree-share-7457077215042863104-z_1X/,
Log,2026-05-04T15:46:54.799Z,warn,,[post-engager] content script did not respond after 15 retries — skipping,
Log,2026-05-04T15:46:04.567Z,info,,[PostQueue] Commenting on: https://www.linkedin.com/posts/tales-habib_recently-i-started-using-git-worktree-share-7457077215042863104-z_1X/,
Log,2026-05-04T15:46:04.561Z,success,,[PostQueue] Done: https://www.linkedin.com/posts/samuel-gomes-costa-55503a340_backend-nodejs-nestjs-share-7456722421988044800-eWoS/,
Log,2026-05-04T15:46:04.547Z,warn,,[post-engager] content script did not respond after 15 retries — skipping,
Log,2026-05-04T15:45:14.174Z,info,,[PostQueue] Commenting on: https://www.linkedin.com/posts/samuel-gomes-costa-55503a340_backend-nodejs-nestjs-share-7456722421988044800-eWoS/,
Log,2026-05-04T15:45:14.172Z,info,,[PostQueue] Processing 3 queued post(s)…,
Log,2026-05-04T15:45:14.168Z,info,,Step 3b/6 — Commenting on queued specific posts…,
Log,2026-05-04T15:45:14.111Z,info,post-engager,📁 CSV export triggered → output/,
Log,2026-05-04T15:45:14.108Z,success,,"Auto-CSV export complete — 19 links, 0 accepted, 0 emails, 119 log entries → Downloads/link_ssi/output/",
Log,2026-05-04T15:45:14.103Z,success,post-engager,■ post-engager DONE | likes=0/8 comments=0/4 follows=0/6 linksFound=0,
Log,2026-05-04T15:45:14.101Z,info,post-engager,↓ scroll round 8/8 | likes=0 comments=0 follows=0,
Log,2026-05-04T15:45:08.140Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:08.138Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:08.135Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:08.132Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:08.130Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:08.127Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:08.125Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:08.123Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:08.121Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:08.115Z,info,post-engager,↓ scroll round 7/8 | likes=0 comments=0 follows=0,
Log,2026-05-04T15:45:03.132Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:03.130Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:03.129Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:03.127Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:03.125Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:03.123Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:03.122Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:03.120Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:03.117Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:45:03.110Z,info,post-engager,↓ scroll round 6/8 | likes=0 comments=0 follows=0,
Log,2026-05-04T15:44:58.122Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:58.120Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:58.119Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:58.118Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:58.116Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:58.115Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:58.114Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:58.113Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:58.112Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:58.107Z,info,post-engager,↓ scroll round 5/8 | likes=0 comments=0 follows=0,
Log,2026-05-04T15:44:52.127Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:52.126Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:52.125Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:52.123Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:52.122Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:52.121Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:52.120Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:52.119Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:52.118Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:52.113Z,info,post-engager,↓ scroll round 4/8 | likes=0 comments=0 follows=0,
Log,2026-05-04T15:44:47.356Z,warn,,[recruiter-prospector] content script did not respond after 15 retries — skipping,
Log,2026-05-04T15:44:47.120Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:47.119Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:47.117Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:47.113Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:47.111Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:47.110Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:47.108Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:47.107Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:47.105Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:47.099Z,info,post-engager,↓ scroll round 3/8 | likes=0 comments=0 follows=0,
Log,2026-05-04T15:44:43.123Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:43.121Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:43.120Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:43.119Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:43.118Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:43.117Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:43.117Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:43.116Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:43.114Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:43.109Z,info,post-engager,↓ scroll round 2/8 | likes=0 comments=0 follows=0,
Log,2026-05-04T15:44:37.126Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:37.125Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:37.124Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:37.123Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:37.122Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:37.121Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:37.120Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:37.118Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:37.117Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:37.112Z,info,post-engager,↓ scroll round 1/8 | likes=0 comments=0 follows=0,
Log,2026-05-04T15:44:32.114Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:32.113Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:32.112Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:32.112Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:32.111Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:32.110Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:32.109Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:32.109Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:32.107Z,info,post-engager,⚠ post with no id found — skipped,
Log,2026-05-04T15:44:07.070Z,info,post-engager,▶ post-engager started | url=https://www.linkedin.com/search/results/content/?keywords=project%20delivery&origin=GLOBAL_SEARCH_HEADER&datePosted=%5B%22past-month%22%5D&authorIndustry=%5B%226%22%5D,
Log,2026-05-04T15:44:07.068Z,info,post-engager,▶ post-engager START message received,
Log,2026-05-04T15:44:02.217Z,info,,"Keyword 1/24: ""project delivery""",
Log,2026-05-04T15:44:02.215Z,info,,Step 3/6 — Engaging with targeted content search posts…,
Log,2026-05-04T15:44:02.186Z,warn,,[recruiter-prospector] timed out after 90 s — continuing sequence,
Log,2026-05-04T15:43:59.102Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/abi-s-lima/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-04T15:43:59.101Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/abi-s-lima/
Log,2026-05-04T15:43:54.100Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/maiotto/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-04T15:43:54.099Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/maiotto/
Log,2026-05-04T15:43:49.112Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/alexccampos/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-04T15:43:49.111Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/alexccampos/
Log,2026-05-04T15:43:43.102Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/patriciaxavierlimaiwashita/en/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-04T15:43:43.100Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/patriciaxavierlimaiwashita/en/
Log,2026-05-04T15:43:37.116Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/rodrigobautista/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-04T15:43:37.115Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/rodrigobautista/
Log,2026-05-04T15:43:30.105Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/dario-melro-andrade/en/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-04T15:43:30.104Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/dario-melro-andrade/en/
Log,2026-05-04T15:43:24.100Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/elizangela-nascimento-souza/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-04T15:43:24.099Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/elizangela-nascimento-souza/
Log,2026-05-04T15:43:17.318Z,warn,,[recruiter-prospector] content script did not respond after 15 retries — skipping,
Log,2026-05-04T15:43:17.106Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/silmara-souza-bilingual-talent-acquisition-5a2370b/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-04T15:43:17.104Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/silmara-souza-bilingual-talent-acquisition-5a2370b/
Log,2026-05-04T15:43:11.101Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/danielmreis/en/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-04T15:43:11.100Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/danielmreis/en/
Log,2026-05-04T15:43:06.106Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/eduardo-gouv%C3%AAa-757a4a4b/en/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-04T15:43:06.105Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/eduardo-gouv%C3%AAa-757a4a4b/en/
Log,2026-05-04T15:43:00.101Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/rodrigopoulis/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-04T15:43:00.100Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/rodrigopoulis/
Log,2026-05-04T15:42:52.102Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/victor-bensadon-55a5a8133/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-04T15:42:52.101Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/victor-bensadon-55a5a8133/
Log,2026-05-04T15:42:44.102Z,info,recruiter-prospector,recruiter-prospector — 19 cards found,
Log,2026-05-04T15:42:36.683Z,info,recruiter-prospector,▶ recruiter-prospector started | https://www.linkedin.com/search/results/people/?keywords=IT%20Manager%20remote%20brazil,
Log,2026-05-04T15:42:32.178Z,info,,Step 2b/6 — Browsing people search (SSI: Localizar as pessoas certas)…,
Log,2026-05-04T15:42:32.146Z,warn,,[recruiter-prospector] timed out after 90 s — continuing sequence,
Link,2026-05-04T15:42:31.109Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/aakash-suman-346556149/
Log,2026-05-04T15:42:31.107Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/simha-kirankumar-32031925a/ — no connect button (viewed),
Link,2026-05-04T15:42:17.101Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/simha-kirankumar-32031925a/
Log,2026-05-04T15:42:17.099Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/abhishek-soam-4878a8179/ — no connect button (viewed),
Link,2026-05-04T15:42:04.116Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/abhishek-soam-4878a8179/
Log,2026-05-04T15:42:04.114Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/rahul-pathak-3b2189223/ — no connect button (viewed),
Link,2026-05-04T15:41:52.115Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/rahul-pathak-3b2189223/
Log,2026-05-04T15:41:52.113Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/kuljeet-kaur-168866215/ — no connect button (viewed),
Link,2026-05-04T15:41:39.114Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/kuljeet-kaur-168866215/
Log,2026-05-04T15:41:39.113Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/jessicahoraa/en/ — no connect button (viewed),
Link,2026-05-04T15:41:26.116Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/jessicahoraa/en/
Log,2026-05-04T15:41:26.115Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/aryan-yadav-428ab4390/ — no connect button (viewed),
Link,2026-05-04T15:41:15.102Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/aryan-yadav-428ab4390/
Log,2026-05-04T15:41:15.101Z,info,recruiter-prospector,recruiter-prospector — 13 cards found,
Log,2026-05-04T15:41:07.975Z,info,recruiter-prospector,▶ recruiter-prospector started | https://www.linkedin.com/search/results/people/?keywords=Tech%20Recruiter%20Information%20Technology&network=%5B%22S%22%2C%22O%22%5D&geoUrn=%5B%22103644278%22%2C%22101165590%22%2C%22102713980%22%2C%2290009496%22%2C%22101739942%22%2C%22104738515%22%2C%22102890883%22%2C%22102454443%22%5D&spellCorrectionEnabled=true&prioritizeMessage=false,
Log,2026-05-04T15:41:02.131Z,info,,Step 2/6 — Prospecting Tech Recruiters (cap: 15)…,
Log,2026-05-04T15:41:02.107Z,success,,■ ssi-monitor done | total:51 brand:51 people:14 insights:14 rel:7,
SSI,2026-05-04T15:41:02.107Z,ssi-score,,total:51 brand:51 people:14 insights:14 rel:7,
Log,2026-05-04T15:40:53.122Z,info,,▶ ssi-monitor started | https://www.linkedin.com/sales/ssi,
Log,2026-05-04T15:40:49.580Z,warn,,[Manual] Full sequence triggered. Cap today: 15.,
Log,2026-05-04T15:40:49.580Z,info,,Step 1/6 — Capturing SSI scores…,
Log,2026-05-04T15:40:45.354Z,success,,[PostQueue] 3 seed post(s) added to queue.,
Log,2026-05-04T15:40:45.353Z,success,,Extension installed. Daily alarms registered.,
