Category,Date,Type,Name,Detail,URL
Log,2026-05-05T00:35:43.427Z,success,connection-tracker,■ connection-tracker DONE | +0 accepted | total: 0/0 (0%),
Log,2026-05-05T00:35:43.424Z,info,connection-tracker,📋 pending invitations on page: 0,
Log,2026-05-05T00:35:28.542Z,info,connection-tracker,▶ connection-tracker started | https://www.linkedin.com/mynetwork/invitation-manager/sent/,
Log,2026-05-05T00:35:24.096Z,info,,Step 5/6 — Tracking accepted connections…,
Log,2026-05-05T00:35:24.075Z,warn,,[relationship-builder] content script did not respond after 15 retries — skipping,
Log,2026-05-05T00:34:35.436Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/kathleen-fernandes/ | Santander Brasil — new_job,
Log,2026-05-05T00:34:35.434Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:34:29.429Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/rodrigoarnaut/en/ | Mileto Tecnologia S/A — new_job,
Log,2026-05-05T00:34:29.427Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:34:25.437Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/lucasbalves/ | Tata Consultancy Services — new_job,
Log,2026-05-05T00:34:25.435Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:34:21.529Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/dirceua/ | DAJ Consultoria Ltda — new_job,
Log,2026-05-05T00:34:21.527Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:34:16.420Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/jennifer-hamid-18906a6a/ | Serasa Experian — new_job,
Log,2026-05-05T00:34:16.418Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:34:12.407Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/lucasfcneto/ | Yara International — new_job,
Log,2026-05-05T00:34:12.405Z,warn,,"[Diag] no msg btn | card btns: ""Skip to main content"" aria="""" | """" aria=""Close jump menu"" | ""Home"" aria=""Home, 1 new notification"" | ""Me"" aria="""" | ""For Business"" aria=""For Business"" | """" aria=""Dismiss"" | ""Why am I seeing this ad?Manage"" aria=""Why am I seeing this ad?"" | ""Hide or report this adI don’t "" aria=""Hide or report this ad"" | """" aria=""Dismiss"" | ""Report this ad"" aria="""" | ""Submit"" aria="""" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu""",
Log,2026-05-05T00:34:01.993Z,info,,▶ relationship-builder started | https://www.linkedin.com/mynetwork/catch-up/job_changes/,
Log,2026-05-05T00:33:57.677Z,info,,■ relationship-builder done | 0 touched,
Log,2026-05-05T00:33:57.675Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/matheus-julio-de-oliveira-24b10431/ | Unimed-BH — anniversary,
Log,2026-05-05T00:33:57.673Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:33:54.145Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/bruna-brand%C3%A3o-36a0189/ | Exadel — anniversary,
Log,2026-05-05T00:33:54.143Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:33:51.572Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/jose-elisivaldo-moreira-junior/ | iFood — anniversary,
Log,2026-05-05T00:33:51.570Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:33:46.360Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/isaias-peixoto/en/ | MUST University — anniversary,
Log,2026-05-05T00:33:46.358Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:33:42.191Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/mariana-palamone-270a1747/ | echope — anniversary,
Log,2026-05-05T00:33:42.189Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:33:38.807Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/jmcbruno/en/ | Maitha Tech — anniversary,
Log,2026-05-05T00:33:38.805Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:33:35.403Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/ziv-catriel-21664b19/ | Cybrella — anniversary,
Log,2026-05-05T00:33:35.401Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:33:31.789Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/josecorreadev/ | Systax — anniversary,
Log,2026-05-05T00:33:31.788Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-05T00:33:26.625Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/felipeveronesi/ | Axihum Fertilizantes — anniversary,
